Fiscal Year Released,Recidivism Reporting Year,Race-Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivated,Years_till_recidivating
2016.0,2018.0,African-Giriama,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Giriama,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Giriama,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,45-54,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,Aggravated Misdemeanor,Public Order,Being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,C Felony,Property,Arson,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,45-54,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,D Felony,Public Order,Escape from lawful custody,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,45-54,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,Under 25,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,55 and Older,Aggravated Misdemeanor,Public Order,Causing obstruction,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,25-34,C Felony,Violent,Grievious harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,Under 25,D Felony,Property,Vandalism,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Kikuyu,35-44,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,C Felony,Violent,Grievious harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,45-54,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,55 and Older,D Felony,Public Order,Creating disturbance,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,35-44,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,55 and Older,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,Under 25,Aggravated Misdemeanor,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,2.0
2016.0,2018.0,African-Luo,45-54,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,45-54,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,Under 25,Aggravated Misdemeanor,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,55 and Older,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,45-54,Felony - Enhanced,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,Under 25,C Felony,Violent,Grievious harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2016.0,2018.0,African-Luo,25-34,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,35-44,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Serious Misdemeanor,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,45-54,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,45-54,Aggravated Misdemeanor,Public Order,Being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Felony - Enhanced,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,35-44,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Aggravated Misdemeanor,Public Order,Driving a motor vehicle without PSV licence,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,Aggravated Misdemeanor,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,25-34,Aggravated Misdemeanor,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Kamba,Under 25,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,D Felony,Violent,Grievious harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,55 and Older,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,Aggravated Misdemeanor,Property,Vandalism,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,Aggravated Misdemeanor,Public Order,Causing obstruction,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,D Felony,Public Order,Trafficking in narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,Aggravated Misdemeanor,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,25-34,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,Under 25,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Somali,35-44,C Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,Felony - Enhanced,Drug,being in posession of alcoholic drinks,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,55 and Older,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,Aggravated Misdemeanor,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,Serious Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,C Felony,Violent,Grievious harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,Felony - Enhanced,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,C Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,25-34,D Felony,Property,Obtaining money by false pretences,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,45-54,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Public Order,Preparation to commit a felony,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,Under 25,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2017.0,2019.0,African-Meru,35-44,Felony - Enhanced,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,2.0
2018.0,2019.0,African-Barjun,55 and Older,D Felony,Public Order,Creating disturbance,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,45-54,Aggravated Misdemeanor,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,D Felony,Property,Stealing,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,45-54,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,D Felony,Violent,Grievious harm,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,D Felony,Property,Malicious damage to property,Mombasa,Community Service Order,Community Service Order,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,D Felony,Drug,being in posession of alcoholic drinks,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,Aggravated Misdemeanor,Public Order,Traffic,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,D Felony,Property,Obtaining money by false pretences,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,Under 25,C Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,25-34,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,55 and Older,Aggravated Misdemeanor,Violent,Assault causing actual bodily harm,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,45-54,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,45-54,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Barjun,35-44,B Felony,Property,Arson,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Public Order,Escape from lawful custody,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,Felony - Enhanced,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,55 and Older,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,45-54,B Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,45-54,D Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,Aggravated Misdemeanor,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,Under 25,D Felony,Property,Malicious damage to property,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,C Felony,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,35-44,C Felony,Drug,Being in posession of narcotic drugs,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,55 and Older,Aggravated Misdemeanor,Property,Stealing,Mombasa,Probation,Probation,Yes,0.0,1.0
2018.0,2019.0,African-Rabai,25-34,D Felony,Public Order,Traffic,Mombasa,Probation,Probation,Yes,0.0,1.0
